VARIABLE_NAME,VARIABLE_VALUE
COM_REPLACE,518450
COM_REPLACE_SELECT,352
COM_RESET,147
COM_RESIGNAL,0
COM_REVOKE,42
COM_REVOKE_ALL,0
COM_REVOKE_ROLE,0
COM_ROLLBACK,23459
COM_ROLLBACK_TO_SAVEPOINT,819714
COM_SAVEPOINT,14508
COM_SELECT,2145811162
COM_SET_OPTION,41721295
COM_SHOW_AUTHORS,0
COM_SHOW_BINLOG_EVENTS,0
COM_SHOW_BINLOGS,136
COM_SHOW_CHARSETS,383
COM_SHOW_COLLATIONS,919
COM_SHOW_CONTRIBUTORS,0
COM_SHOW_CREATE_DB,4
COM_SHOW_CREATE_EVENT,0
COM_SHOW_CREATE_FUNC,291
COM_SHOW_CREATE_PACKAGE,0
COM_SHOW_CREATE_PACKAGE_BODY,0
COM_SHOW_CREATE_PROC,312
COM_SHOW_CREATE_TABLE,916863
COM_SHOW_CREATE_TRIGGER,4150
COM_SHOW_CREATE_USER,0
COM_SHOW_DATABASES,51100
COM_SHOW_ENGINE_LOGS,0
COM_SHOW_ENGINE_MUTEX,0
COM_SHOW_ENGINE_STATUS,0
COM_SHOW_ERRORS,0
COM_SHOW_EVENTS,287
COM_SHOW_EXPLAIN,0
COM_SHOW_FIELDS,15116798
COM_SHOW_FUNCTION_STATUS,14601
COM_SHOW_GENERIC,0
COM_SHOW_GRANTS,411
COM_SHOW_KEYS,469491
COM_SHOW_BINLOG_STATUS,239
COM_SHOW_OPEN_TABLES,0
COM_SHOW_PACKAGE_STATUS,14193
COM_SHOW_PACKAGE_BODY_STATUS,14193
COM_SHOW_PLUGINS,0
COM_SHOW_PRIVILEGES,0
COM_SHOW_PROCEDURE_STATUS,14601
COM_SHOW_PROCESSLIST,21
COM_SHOW_PROFILE,0
COM_SHOW_PROFILES,1576
COM_SHOW_RELAYLOG_EVENTS,0
COM_SHOW_SLAVE_HOSTS,0
COM_SHOW_SLAVE_STATUS,239
COM_SHOW_STATUS,147913
COM_SHOW_STORAGE_ENGINES,37
COM_SHOW_TABLE_STATUS,529923
COM_SHOW_TABLES,8447721
COM_SHOW_TRIGGERS,1146
COM_SHOW_VARIABLES,414400
COM_SHOW_WARNINGS,2001
COM_SHUTDOWN,0
COM_SIGNAL,0
COM_START_ALL_SLAVES,0
COM_START_SLAVE,0
COM_STMT_CLOSE,38627733
COM_STMT_EXECUTE,38632464
COM_STMT_FETCH,0
COM_STMT_PREPARE,38638768
COM_STMT_REPREPARE,0
COM_STMT_RESET,0
COM_STMT_SEND_LONG_DATA,55333
COM_STOP_ALL_SLAVES,0
COM_STOP_SLAVE,0
COM_TRUNCATE,4347
COM_UNINSTALL_PLUGIN,0
COM_UNLOCK_TABLES,61350
COM_UPDATE,116232055
COM_UPDATE_MULTI,80574750
COM_XA_COMMIT,0
COM_XA_END,0
COM_XA_PREPARE,0
COM_XA_RECOVER,0
COM_XA_ROLLBACK,0
COM_XA_START,0
COMPRESSION,OFF
CONNECTION_ERRORS_ACCEPT,0
CONNECTION_ERRORS_INTERNAL,0
CONNECTION_ERRORS_MAX_CONNECTIONS,0
CONNECTION_ERRORS_PEER_ADDRESS,0
CONNECTION_ERRORS_SELECT,0
CONNECTION_ERRORS_TCPWRAP,0
CONNECTIONS,20452137
CPU_TIME,1393067.396788
CREATED_TMP_DISK_TABLES,118264921
CREATED_TMP_FILES,12795
CREATED_TMP_TABLES,364553938
DELAYED_ERRORS,0
DELAYED_INSERT_THREADS,0
DELAYED_WRITES,0
DELETE_SCAN,368369
EMPTY_QUERIES,862320312
ENABLE_GOVERNOR,2
EXECUTED_EVENTS,0
EXECUTED_TRIGGERS,1571795
FEATURE_APPLICATION_TIME_PERIODS,0
FEATURE_CHECK_CONSTRAINT,98
FEATURE_CUSTOM_AGGREGATE_FUNCTIONS,0
FEATURE_DELAY_KEY_WRITE,0
FEATURE_DYNAMIC_COLUMNS,0
FEATURE_FULLTEXT,52178
FEATURE_GIS,17
FEATURE_INSERT_RETURNING,0
FEATURE_INVISIBLE_COLUMNS,0
FEATURE_JSON,25140
FEATURE_LOCALE,7971
FEATURE_SUBQUERY,129100180
FEATURE_SYSTEM_VERSIONING,0
FEATURE_TIMEZONE,1043719
FEATURE_TRIGGER,8361
FEATURE_WINDOW_FUNCTIONS,0
FEATURE_XML,557
HANDLER_COMMIT,2162289637
HANDLER_DELETE,11777132
HANDLER_DISCOVER,80
HANDLER_EXTERNAL_LOCK,0
HANDLER_ICP_ATTEMPTS,17247568428
HANDLER_ICP_MATCH,16702017463
HANDLER_MRR_INIT,0
HANDLER_MRR_KEY_REFILLS,0
HANDLER_MRR_ROWID_REFILLS,0
HANDLER_PREPARE,0
HANDLER_READ_FIRST,45055337
HANDLER_READ_KEY,27962783198
HANDLER_READ_LAST,3996874
HANDLER_READ_NEXT,182121065964
HANDLER_READ_PREV,16228361946
HANDLER_READ_RETRY,0
HANDLER_READ_RND,14403315580
HANDLER_READ_RND_DELETED,2947057
HANDLER_READ_RND_NEXT,1635633844667
HANDLER_ROLLBACK,68563
HANDLER_SAVEPOINT,14508
HANDLER_SAVEPOINT_ROLLBACK,819714
HANDLER_TMP_DELETE,0
HANDLER_TMP_UPDATE,380932748
HANDLER_TMP_WRITE,104480327962
HANDLER_UPDATE,169558462
HANDLER_WRITE,90443169
INNODB_ADAPTIVE_HASH_HASH_SEARCHES,0
INNODB_ADAPTIVE_HASH_NON_HASH_SEARCHES,106244986769
INNODB_BACKGROUND_LOG_SYNC,552662
INNODB_BUFFER_POOL_DUMP_STATUS,<blank>
INNODB_BUFFER_POOL_LOAD_STATUS,Buffer pool(s) load completed at 211021 21:04:59
INNODB_BUFFER_POOL_RESIZE_STATUS,<blank>
INNODB_BUFFER_POOL_LOAD_INCOMPLETE,OFF
INNODB_BUFFER_POOL_PAGES_DATA,305797
INNODB_BUFFER_POOL_BYTES_DATA,5021138944
INNODB_BUFFER_POOL_PAGES_DIRTY,13349
INNODB_BUFFER_POOL_BYTES_DIRTY,217473024
INNODB_BUFFER_POOL_PAGES_FLUSHED,6623584
INNODB_BUFFER_POOL_PAGES_FREE,4
INNODB_BUFFER_POOL_PAGES_MADE_NOT_YOUNG,8059963211
INNODB_BUFFER_POOL_PAGES_MADE_YOUNG,244310400
INNODB_BUFFER_POOL_PAGES_MISC,669
INNODB_BUFFER_POOL_PAGES_OLD,112862
INNODB_BUFFER_POOL_PAGES_TOTAL,306470
INNODB_BUFFER_POOL_PAGES_LRU_FLUSHED,4902762
INNODB_BUFFER_POOL_READ_AHEAD_RND,0
INNODB_BUFFER_POOL_READ_AHEAD,7793
INNODB_BUFFER_POOL_READ_AHEAD_EVICTED,99066
INNODB_BUFFER_POOL_READ_REQUESTS,556808384121
INNODB_BUFFER_POOL_READS,161939188
INNODB_BUFFER_POOL_WAIT_FREE,175055
INNODB_BUFFER_POOL_WRITE_REQUESTS,861484943
INNODB_CHECKPOINT_AGE,1116748610
INNODB_CHECKPOINT_MAX_AGE,1738752308
INNODB_DATA_FSYNCS,3163217
INNODB_DATA_PENDING_FSYNCS,0
INNODB_DATA_PENDING_READS,0
INNODB_DATA_PENDING_WRITES,0
INNODB_DATA_READ,2608633700352
INNODB_DATA_READS,162060210
INNODB_DATA_WRITES,59391408
INNODB_DATA_WRITTEN,106548234917
INNODB_DBLWR_PAGES_WRITTEN,3435173
INNODB_DBLWR_WRITES,138694
INNODB_DEADLOCKS,2341
INNODB_HISTORY_LIST_LENGTH,0
INNODB_IBUF_DISCARDED_DELETE_MARKS,1283
INNODB_IBUF_DISCARDED_DELETES,1234
INNODB_IBUF_DISCARDED_INSERTS,25522
INNODB_IBUF_FREE_LIST,199513
INNODB_IBUF_MERGED_DELETE_MARKS,1503258
INNODB_IBUF_MERGED_DELETES,742517
INNODB_IBUF_MERGED_INSERTS,1263760
INNODB_IBUF_MERGES,259778
INNODB_IBUF_SEGMENT_SIZE,200388
INNODB_IBUF_SIZE,874
INNODB_LOG_WAITS,0
INNODB_LOG_WRITE_REQUESTS,15903562
INNODB_LOG_WRITES,52604641
INNODB_LSN_CURRENT,29891186374192
INNODB_LSN_FLUSHED,29891186373841
INNODB_LSN_LAST_CHECKPOINT,29890069625582
INNODB_MASTER_THREAD_ACTIVE_LOOPS,552474
INNODB_MASTER_THREAD_IDLE_LOOPS,189
INNODB_MAX_TRX_ID,22456696968
INNODB_MEM_ADAPTIVE_HASH,0
INNODB_MEM_DICTIONARY,297951528
INNODB_OS_LOG_FSYNCS,754517
INNODB_OS_LOG_PENDING_FSYNCS,0
INNODB_OS_LOG_PENDING_WRITES,0
INNODB_OS_LOG_WRITTEN,271736314368
INNODB_PAGE_SIZE,16384
INNODB_PAGES_CREATED,4697232
INNODB_PAGES_READ,161946303
INNODB_PAGES_WRITTEN,6623584
INNODB_ROW_LOCK_CURRENT_WAITS,0
INNODB_ROW_LOCK_TIME,913205
INNODB_ROW_LOCK_TIME_AVG,30
INNODB_ROW_LOCK_TIME_MAX,6933
INNODB_ROW_LOCK_WAITS,29811
INNODB_ROWS_DELETED,10542621
INNODB_ROWS_INSERTED,66353537
INNODB_ROWS_READ,1614723648717
INNODB_ROWS_UPDATED,31425415
INNODB_SYSTEM_ROWS_DELETED,0
INNODB_SYSTEM_ROWS_INSERTED,0
INNODB_SYSTEM_ROWS_READ,0
INNODB_SYSTEM_ROWS_UPDATED,0
INNODB_NUM_OPEN_FILES,49485
INNODB_TRUNCATED_STATUS_WRITES,0
INNODB_AVAILABLE_UNDO_LOGS,128
INNODB_UNDO_TRUNCATIONS,0
INNODB_PAGE_COMPRESSION_SAVED,0
INNODB_NUM_INDEX_PAGES_WRITTEN,0
INNODB_NUM_NON_INDEX_PAGES_WRITTEN,0
INNODB_NUM_PAGES_PAGE_COMPRESSED,0
INNODB_NUM_PAGE_COMPRESSED_TRIM_OP,0
INNODB_NUM_PAGES_PAGE_DECOMPRESSED,0
INNODB_NUM_PAGES_PAGE_COMPRESSION_ERROR,0
INNODB_NUM_PAGES_ENCRYPTED,0
INNODB_NUM_PAGES_DECRYPTED,0
INNODB_HAVE_LZ4,OFF
INNODB_HAVE_LZO,OFF
INNODB_HAVE_LZMA,ON
INNODB_HAVE_BZIP2,OFF
INNODB_HAVE_SNAPPY,OFF
INNODB_HAVE_PUNCH_HOLE,ON
INNODB_DEFRAGMENT_COMPRESSION_FAILURES,0
INNODB_DEFRAGMENT_FAILURES,0
INNODB_DEFRAGMENT_COUNT,0
INNODB_INSTANT_ALTER_COLUMN,84
INNODB_ONLINEDDL_ROWLOG_ROWS,0
INNODB_ONLINEDDL_ROWLOG_PCT_USED,0
INNODB_ONLINEDDL_PCT_PROGRESS,0
INNODB_SECONDARY_INDEX_TRIGGERED_CLUSTER_READS,72375240451
INNODB_SECONDARY_INDEX_TRIGGERED_CLUSTER_READS_AVOIDED,0
INNODB_ENCRYPTION_ROTATION_PAGES_READ_FROM_CACHE,0
INNODB_ENCRYPTION_ROTATION_PAGES_READ_FROM_DISK,0
INNODB_ENCRYPTION_ROTATION_PAGES_MODIFIED,0
INNODB_ENCRYPTION_ROTATION_PAGES_FLUSHED,0
INNODB_ENCRYPTION_ROTATION_ESTIMATED_IOPS,0
INNODB_ENCRYPTION_KEY_ROTATION_LIST_LENGTH,0
INNODB_ENCRYPTION_N_MERGE_BLOCKS_ENCRYPTED,0
INNODB_ENCRYPTION_N_MERGE_BLOCKS_DECRYPTED,0
INNODB_ENCRYPTION_N_ROWLOG_BLOCKS_ENCRYPTED,0
INNODB_ENCRYPTION_N_ROWLOG_BLOCKS_DECRYPTED,0
INNODB_ENCRYPTION_N_TEMP_BLOCKS_ENCRYPTED,0
INNODB_ENCRYPTION_N_TEMP_BLOCKS_DECRYPTED,0
INNODB_ENCRYPTION_NUM_KEY_REQUESTS,0
KEY_BLOCKS_NOT_FLUSHED,0
KEY_BLOCKS_UNUSED,1295144
KEY_BLOCKS_USED,498684
KEY_BLOCKS_WARM,135979
KEY_READ_REQUESTS,11494083693
KEY_READS,3084534
KEY_WRITE_REQUESTS,17721797
KEY_WRITES,13977984
LAST_QUERY_COST,0.000000
MASTER_GTID_WAIT_COUNT,0
MASTER_GTID_WAIT_TIME,0
MASTER_GTID_WAIT_TIMEOUTS,0
MAX_STATEMENT_TIME_EXCEEDED,1
MAX_USED_CONNECTIONS,170
MEMORY_USED,4171254888
MEMORY_USED_INITIAL,590706272
NOT_FLUSHED_DELAYED_ROWS,0
OPEN_FILES,15206
OPEN_STREAMS,4
OPEN_TABLE_DEFINITIONS,130449
OPEN_TABLES,49485
OPENED_FILES,474032222
OPENED_PLUGIN_LIBRARIES,29
OPENED_TABLE_DEFINITIONS,665440
OPENED_TABLES,1211890
OPENED_VIEWS,20560
PERFORMANCE_SCHEMA_ACCOUNTS_LOST,0
PERFORMANCE_SCHEMA_COND_CLASSES_LOST,0
PERFORMANCE_SCHEMA_COND_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_DIGEST_LOST,0
PERFORMANCE_SCHEMA_FILE_CLASSES_LOST,0
PERFORMANCE_SCHEMA_FILE_HANDLES_LOST,0
PERFORMANCE_SCHEMA_FILE_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_HOSTS_LOST,0
PERFORMANCE_SCHEMA_INDEX_STAT_LOST,0
PERFORMANCE_SCHEMA_LOCKER_LOST,0
PERFORMANCE_SCHEMA_MEMORY_CLASSES_LOST,0
PERFORMANCE_SCHEMA_METADATA_LOCK_LOST,0
PERFORMANCE_SCHEMA_MUTEX_CLASSES_LOST,0
PERFORMANCE_SCHEMA_MUTEX_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_NESTED_STATEMENT_LOST,0
PERFORMANCE_SCHEMA_PREPARED_STATEMENTS_LOST,0
PERFORMANCE_SCHEMA_PROGRAM_LOST,0
PERFORMANCE_SCHEMA_RWLOCK_CLASSES_LOST,0
PERFORMANCE_SCHEMA_RWLOCK_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_SESSION_CONNECT_ATTRS_LOST,0
PERFORMANCE_SCHEMA_SOCKET_CLASSES_LOST,0
PERFORMANCE_SCHEMA_SOCKET_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_STAGE_CLASSES_LOST,0
PERFORMANCE_SCHEMA_STATEMENT_CLASSES_LOST,0
PERFORMANCE_SCHEMA_TABLE_HANDLES_LOST,0
PERFORMANCE_SCHEMA_TABLE_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_TABLE_LOCK_STAT_LOST,0
PERFORMANCE_SCHEMA_THREAD_CLASSES_LOST,0
PERFORMANCE_SCHEMA_THREAD_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_USERS_LOST,0
PREPARED_STMT_COUNT,0
QCACHE_FREE_BLOCKS,0
QCACHE_FREE_MEMORY,0
QCACHE_HITS,0
QCACHE_INSERTS,0
QCACHE_LOWMEM_PRUNES,0
QCACHE_NOT_CACHED,0
QCACHE_QUERIES_IN_CACHE,0
QCACHE_TOTAL_BLOCKS,0
QUERIES,2857287797
QUESTIONS,2656417064
ROWS_READ,1836812248877
ROWS_SENT,6667149367263515312
ROWS_TMP_READ,19842473134
RPL_SEMI_SYNC_MASTER_CLIENTS,0
RPL_SEMI_SYNC_MASTER_GET_ACK,0
RPL_SEMI_SYNC_MASTER_NET_AVG_WAIT_TIME,0
RPL_SEMI_SYNC_MASTER_NET_WAIT_TIME,0
RPL_SEMI_SYNC_MASTER_NET_WAITS,0
RPL_SEMI_SYNC_MASTER_NO_TIMES,0
RPL_SEMI_SYNC_MASTER_NO_TX,0
RPL_SEMI_SYNC_MASTER_REQUEST_ACK,0
RPL_SEMI_SYNC_MASTER_STATUS,OFF
RPL_SEMI_SYNC_MASTER_TIMEFUNC_FAILURES,0
RPL_SEMI_SYNC_MASTER_TX_AVG_WAIT_TIME,0
RPL_SEMI_SYNC_MASTER_TX_WAIT_TIME,0
RPL_SEMI_SYNC_MASTER_TX_WAITS,0
RPL_SEMI_SYNC_MASTER_WAIT_POS_BACKTRAVERSE,0
RPL_SEMI_SYNC_MASTER_WAIT_SESSIONS,0
RPL_SEMI_SYNC_MASTER_YES_TX,0
RPL_SEMI_SYNC_SLAVE_SEND_ACK,0
RPL_SEMI_SYNC_SLAVE_STATUS,OFF
RPL_STATUS,AUTH_MASTER
RPL_TRANSACTIONS_MULTI_ENGINE,0
SELECT_FULL_JOIN,15500429
SELECT_FULL_RANGE_JOIN,1746448
SELECT_RANGE,93855999
SELECT_RANGE_CHECK,21996
SELECT_SCAN,388310254
SLAVE_CONNECTIONS,0
SLAVE_HEARTBEAT_PERIOD,0.000
SLAVE_OPEN_TEMP_TABLES,0
SLAVE_RECEIVED_HEARTBEATS,0
SLAVE_RETRIED_TRANSACTIONS,0
SLAVE_RUNNING,OFF
SLAVE_SKIPPED_ERRORS,0
SLAVES_CONNECTED,0
SLAVES_RUNNING,0
SLOW_LAUNCH_THREADS,0
SLOW_QUERIES,3511
SORT_MERGE_PASSES,6010
SORT_PRIORITY_QUEUE_SORTS,57231096
SORT_RANGE,226188407
SORT_ROWS,12545538155
SORT_SCAN,184739935
SSL_ACCEPT_RENEGOTIATES,0
SSL_ACCEPTS,0
SSL_CALLBACK_CACHE_HITS,0
SSL_CIPHER,<blank>
SSL_CIPHER_LIST,<blank>
SSL_CLIENT_CONNECTS,0
SSL_CONNECT_RENEGOTIATES,0
SSL_CTX_VERIFY_DEPTH,0
SSL_CTX_VERIFY_MODE,0
SSL_DEFAULT_TIMEOUT,0
SSL_FINISHED_ACCEPTS,0
SSL_FINISHED_CONNECTS,0
SSL_SERVER_NOT_AFTER,<blank>
SSL_SERVER_NOT_BEFORE,<blank>
SSL_SESSION_CACHE_HITS,0
SSL_SESSION_CACHE_MISSES,0
SSL_SESSION_CACHE_MODE,NONE
SSL_SESSION_CACHE_OVERFLOWS,0
SSL_SESSION_CACHE_SIZE,0
SSL_SESSION_CACHE_TIMEOUTS,0
SSL_SESSIONS_REUSED,0
SSL_USED_SESSION_CACHE_ENTRIES,0
SSL_VERIFY_DEPTH,0
SSL_VERIFY_MODE,0
SSL_VERSION,<blank>
SUBQUERY_CACHE_HIT,74650175
SUBQUERY_CACHE_MISS,125984407
SYNCS,417492
TABLE_LOCKS_IMMEDIATE,400822850
TABLE_LOCKS_WAITED,21562
TABLE_OPEN_CACHE_ACTIVE_INSTANCES,1
TABLE_OPEN_CACHE_HITS,3555165941
TABLE_OPEN_CACHE_MISSES,1250855
TABLE_OPEN_CACHE_OVERFLOWS,885704
TC_LOG_MAX_PAGES_USED,0
TC_LOG_PAGE_SIZE,0
TC_LOG_PAGE_WAITS,0
THREADPOOL_IDLE_THREADS,0
THREADPOOL_THREADS,0
THREADS_CACHED,102
THREADS_CONNECTED,68
THREADS_CREATED,170
THREADS_RUNNING,2
TRANSACTIONS_GTID_FOREIGN_ENGINE,0
TRANSACTIONS_MULTI_ENGINE,0
UPDATE_SCAN,243884
UPTIME,553835
UPTIME_SINCE_FLUSH_STATUS,553835
WSREP,0
WSREP_APPLIER_THREAD_COUNT,0
WSREP_CLUSTER_CAPABILITIES,<blank>
WSREP_CLUSTER_CONF_ID,18446744073709551615
WSREP_CLUSTER_SIZE,0
WSREP_CLUSTER_STATE_UUID,<blank>
WSREP_CLUSTER_STATUS,Disconnected
WSREP_CONNECTED,OFF
WSREP_LOCAL_BF_ABORTS,0
WSREP_LOCAL_INDEX,18446744073709551615
WSREP_PROVIDER_CAPABILITIES,<blank>
WSREP_PROVIDER_NAME,<blank>
WSREP_PROVIDER_VENDOR,<blank>
WSREP_PROVIDER_VERSION,<blank>
WSREP_READY,OFF
WSREP_ROLLBACKER_THREAD_COUNT,0
WSREP_THREAD_COUNT,0

